entity,year,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53
GUAVIARE,2011,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HUILA,2011,,1,2,,1,1,1,2,,2,4,1,2,2,1,2,2,3,1,1,2,1,4,1,2,1,1,1,2,,,1,4,2,1,1,2,2,5,5,1,4,,,1,1,1,2,1,5,3,3,
LA GUAJIRA,2011,,,,,,1,,,1,2,,3,,,,1,,,3,2,1,1,,2,3,,,,,1,,,,,,1,,1,,,,,2,,1,1,1,,1,1,,,
MAGDALENA,2011,,,,2,4,,,2,1,1,,,2,,2,,,,,,5,,,,1,1,,,,,,1,1,1,1,,,,,,2,,,,2,1,,,1,1,,1,
META,2011,,,1,1,1,1,2,,1,1,1,,,,2,2,3,1,2,4,,2,,,,,3,1,,,,2,1,2,1,,,3,3,1,,1,,2,5,,,2,,,,,2
NARIÑO,2011,,4,18,7,9,1,4,,1,1,,5,,,1,3,1,4,1,2,2,2,,1,2,2,,3,1,3,,1,1,,,2,1,,1,1,1,5,,2,,,,1,,2,2,1,1
NORTE SANTANDER,2011,,,,,,,,,,,1,,,,1,1,2,1,1,,,,1,1,4,,,,1,1,,,1,1,1,,1,1,,,,,,,1,1,1,1,1,,1,,
PROCEDENCIA DESCONOCIDA,2011,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PUTUMAYO,2011,,1,,1,1,2,1,,,,,,,,,,,1,,,,,,,,,,,,1,,,,,,1,,1,,2,,,2,,,1,,,,,,,2
QUINDIO,2011,,,1,1,1,,1,2,,1,,1,5,,1,2,,,1,,1,1,1,2,,,2,1,1,,1,,2,,2,3,1,,1,2,1,3,2,3,2,,,,,,,,1
RISARALDA,2011,,1,1,,,,,,,1,2,,1,5,,,,,1,1,2,,,,,,1,,,1,,,1,,,,1,1,,1,1,1,,,,1,,,,,1,,
SAN ANDRES,2011,,,,,,,,1,,,,,,,,,,,,,,,,1,,,,,1,,,,,,,,,1,,,,,1,,,,,,,,,1,
SANTANDER,2011,,3,,1,3,,1,1,2,1,1,,1,2,2,3,,2,1,2,,4,6,1,2,1,3,5,,,3,4,4,1,1,5,1,3,1,2,1,2,,1,2,6,,2,2,2,1,6,1
SUCRE,2011,,1,,,,1,2,,,4,2,1,,2,,,,,,2,,,,1,,1,2,,,1,1,,,,,1,,,,,,,,,,1,,1,1,,,,1
TOLIMA,2011,,1,1,3,,,,2,1,3,1,,1,,,1,,1,,3,,2,,,,,,,,,2,1,,1,1,,1,,,,3,,2,,1,1,1,1,4,1,,,
VALLE DEL CAUCA,2011,,2,4,1,2,2,4,1,5,3,8,3,8,6,5,12,5,8,4,6,6,7,7,3,7,4,7,10,3,3,2,5,8,6,4,3,4,2,7,6,3,6,2,5,8,2,5,3,3,3,7,4,7
VAUPES,2011,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VICHADA,2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,2,,,,,,,,,,,,,,
COLOMBIA,2012,63,70,76,83,78,52,61,63,77,57,57,51,60,56,41,69,64,51,59,62,64,56,56,41,49,59,59,37,36,40,41,40,54,44,61,55,54,48,43,47,64,42,50,57,42,32,38,47,35,25,46,42,14
AMAZONAS,2012,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,
ANTIOQUIA,2012,9,17,8,8,8,9,5,8,6,11,4,4,8,6,6,5,5,6,4,6,11,9,6,2,1,4,10,4,3,4,8,3,7,4,4,6,9,5,3,7,12,7,7,8,4,1,1,3,3,2,7,5,1
ARAUCA,2012,,,,,1,1,,,,,,,,,,,,,1,,,,,,1,,,,,,,,1,1,,,1,,,,,,,,,,,,,,,1,
ATLANTICO,2012,,,1,,1,1,,,1,,1,2,2,1,,1,1,,,,1,,2,1,,,,,,1,,1,,,,1,,,,,,,1,,,,,,,,1,,
BOGOTA DC,2012,33,27,35,32,40,18,24,23,47,17,18,16,16,19,7,32,29,16,28,19,16,18,27,26,19,24,22,18,15,14,14,14,19,22,27,20,18,14,16,15,16,14,16,20,11,19,15,21,16,10,13,14,9
BOLIVAR,2012,1,,,2,,,1,1,,,,1,1,3,,,1,1,,,,,,1,1,,,,,,,,,,,,,,,1,1,,,1,1,,,,,1,1,,
BOYACA,2012,1,,2,5,1,2,2,3,,1,1,2,,6,,2,2,1,,1,1,,,,1,3,1,1,,,,,,,,,3,,1,,1,,,1,,,,,,1,1,1,
CALDAS,2012,,2,1,,,1,,1,,1,2,4,,,,2,,2,,1,1,,,,,,,,1,,1,1,1,2,,,2,3,,,,1,,,,,,,1,1,,,
CAQUETA,2012,,,,,,,,2,,,1,,3,,,,1,1,,4,,2,,1,,2,,,,,,1,,,,,3,,,2,2,,,,1,,1,,,,,1,
CASANARE,2012,,,1,,,,,,4,,,,,,1,,,1,1,,1,,,,,,1,,1,,,,,,1,1,,1,,1,,,1,,,,,,2,,,,
CAUCA,2012,,2,,1,2,1,,2,1,1,,1,,,2,2,1,4,,4,1,,,,1,3,1,,1,,1,,,,2,2,1,3,4,,2,1,2,,,,1,,,,2,,
CESAR,2012,1,,1,,,,1,3,,1,,,3,1,3,1,,1,,1,,1,,,,1,,,1,,,1,,,,2,,,,,1,,1,1,,1,1,,2,,,,
CHOCO,2012,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CORDOBA,2012,,1,1,2,3,,2,1,1,6,2,,2,,1,3,3,1,1,4,3,2,2,1,1,3,,,2,1,,1,1,,1,3,2,2,1,,1,,,5,,1,,3,1,1,,2,1
CUNDINAMARCA,2012,3,2,2,,1,3,2,1,1,3,4,,2,2,5,1,1,1,1,,4,2,3,1,1,1,2,,1,1,1,3,4,1,1,,1,2,,2,3,1,,2,1,,1,1,,,,1,
GUAINIA,2012,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GUAVIARE,2012,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,
HUILA,2012,2,1,1,3,1,2,6,,2,4,1,2,3,4,1,6,4,4,2,2,4,1,1,,3,3,,1,1,3,1,1,,,1,3,,3,4,4,4,3,1,1,3,3,4,2,,,3,,
LA GUAJIRA,2012,,,3,3,,,1,1,,,1,1,,1,,1,,2,1,2,1,1,,3,1,2,2,,1,3,,1,1,,,1,1,,,,1,1,1,,1,1,1,,,,,1,
MAGDALENA,2012,,,2,1,2,1,1,1,,,1,,1,,,1,,1,,,,,1,,1,3,,,,1,,,,1,,,,,,,,,1,,,1,,1,,,,,
META,2012,,,1,,1,,,1,,,3,,1,,1,,,1,,,,,1,,,1,1,,,,,,,,,1,,1,,1,,,,2,1,,,1,,,,1,
NARIÑO,2012,,1,3,5,3,1,1,3,3,,3,3,2,3,2,2,4,,5,6,11,1,1,,4,1,4,2,2,3,10,4,1,2,6,3,6,1,5,5,2,2,7,2,2,1,4,4,,2,3,4,1
NORTE SANTANDER,2012,2,,,,1,2,,,,,,,1,,,,,1,,3,,1,,,,1,,,1,,,,1,1,,,,1,,2,,,,,2,,1,,,,,,
PROCEDENCIA DESCONOCIDA,2012,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,
PUTUMAYO,2012,1,1,1,2,,,,,,,,,,,,1,,,,,,1,,,2,,,,,,,,,,,,,,,,,,,,1,,3,2,,,,1,
QUINDIO,2012,,,,2,,,1,,2,1,3,5,1,,,,,,1,1,,,,,,1,1,,,,,1,,1,,1,,1,1,,,1,1,,1,,,1,,,,1,
RISARALDA,2012,,,1,,,,1,1,,,2,1,,1,1,1,,,1,1,1,3,,,1,,,1,1,,1,1,4,1,2,2,1,,2,,,,1,2,1,,1,1,,1,1,2,
SAN ANDRES,2012,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,1,1,,,,,,,1,,,
SANTANDER,2012,1,4,2,2,5,2,2,1,1,2,3,3,1,6,1,3,3,1,4,,1,3,1,,3,4,3,1,,1,1,2,2,2,12,1,1,2,1,1,3,1,1,2,2,,1,,1,2,3,,1
SUCRE,2012,2,,,,2,,1,,1,,,,1,1,,,,,,,,,,,1,1,,,,,1,,,,1,1,,1,1,,2,1,1,,1,,1,,2,,2,,
TOLIMA,2012,,4,1,4,,1,1,5,1,,1,,2,,,,1,2,1,,1,1,3,,1,,1,1,1,1,,,1,1,,,,,,1,,,,1,1,,1,3,,,,,
VALLE DEL CAUCA,2012,7,8,9,9,6,7,9,5,6,9,5,5,10,2,10,5,8,4,8,6,6,9,8,5,5,1,10,8,3,7,2,4,10,5,2,6,5,8,4,5,13,8,6,9,8,4,1,4,6,3,9,6,1
VAUPES,2012,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VICHADA,2012,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,
COLOMBIA,2013,24,43,39,63,47,40,45,44,53,50,43,47,39,34,48,61,48,44,43,39,61,66,49,32,50,52,59,54,55,72,76,54,65,57,70,51,65,82,54,74,77,62,80,66,64,50,69,51,45,49,64,65,27
AMAZONAS,2013,,,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,,1,,,,1,,,,,,1,1,,,,,,,,,,,
ANTIOQUIA,2013,3,3,6,5,2,4,3,6,10,9,5,2,1,2,3,7,4,3,8,1,9,5,8,1,5,2,2,5,9,12,7,5,13,5,7,8,10,9,8,10,6,7,6,6,10,6,7,5,5,8,3,11,2
ARAUCA,2013,,,,,,,,,,1,,,,,,,1,2,,2,,,2,1,1,,,,2,,2,2,2,,,,1,1,,1,,1,,2,1,1,1,1,,1,,2,
ATLANTICO,2013,,,,,,1,1,1,,,,,1,,,1,,,1,,1,2,1,,5,,,1,,5,3,,1,1,3,1,1,5,1,1,1,1,1,2,1,1,1,,1,4,3,2,
BOGOTA DC,2013,10,11,11,21,17,8,19,9,15,9,12,13,12,13,16,16,12,9,16,9,12,26,6,6,12,14,18,20,20,19,18,19,17,17,16,22,21,38,12,22,21,23,26,23,18,10,24,18,16,12,23,19,12
BOLIVAR,2013,1,1,2,1,,,1,1,,1,,1,,2,1,,,,1,1,2,2,4,1,,,1,,1,2,,1,,2,,1,,1,,2,,,4,2,3,1,1,1,1,1,2,1,1
BOYACA,2013,,2,1,1,2,2,1,1,,,2,2,3,1,4,3,2,,1,3,4,2,4,,3,,,3,4,4,2,2,,1,4,1,1,,1,1,1,2,3,2,,,3,2,1,,,1,
CALDAS,2013,1,2,,2,1,2,,1,1,1,1,,1,,,,,,1,,1,,,,,,,,,,3,,1,,3,1,,,,,,,1,,,,,1,1,,,1,
CAQUETA,2013,,,,,,,,,1,,1,,2,,1,,1,,,,,,2,,2,,2,,,,1,1,1,,1,1,,2,1,1,3,1,,,3,,1,,1,,,,
CASANARE,2013,,,,2,,,1,,,,,,1,,,,,,,,2,,,,,,2,,1,,2,,,,,,,,,,,,,1,,1,1,,,,,,
CAUCA,2013,,2,,1,,5,,4,3,1,,1,,,1,4,2,,,1,1,,1,1,,2,1,1,,,3,1,1,1,6,2,4,2,4,1,2,,2,1,2,,,,,2,,1,
CESAR,2013,,2,1,2,,,1,1,2,1,1,2,3,1,2,,1,2,,,2,3,4,2,,6,2,1,,1,2,3,2,1,2,,2,5,2,2,3,,2,1,,2,2,3,,1,1,3,1
CHOCO,2013,,,,,,,,,,,,,,,,,2,,1,2,,,,,,,,,,,,,,,,,1,1,,,,,,1,,,,,,,,,
CORDOBA,2013,,,,1,,,1,,,1,,1,1,2,,1,4,2,,2,,,,,,1,,1,2,1,3,3,2,1,,,,1,,2,3,2,4,3,,2,3,3,1,,6,3,1
CUNDINAMARCA,2013,,1,1,,4,4,2,,,4,1,1,2,1,3,3,1,2,,,1,2,,3,2,2,5,2,,1,1,,2,1,2,1,3,1,4,1,3,4,5,3,1,2,,2,1,,1,3,1
GUAINIA,2013,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GUAVIARE,2013,,,,,2,,,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,1,,
HUILA,2013,,2,1,2,3,,1,3,3,2,3,2,,2,,3,2,5,2,2,2,3,1,,4,1,5,5,,2,2,3,1,2,5,,2,,3,3,4,2,3,3,2,1,4,1,,1,3,,2
LA GUAJIRA,2013,,,,,1,3,,1,2,3,3,1,,,5,1,4,1,,,1,1,,,2,2,2,1,,1,1,,,,1,1,,,,3,1,,1,1,1,1,,,1,,,,
MAGDALENA,2013,,2,1,5,,,,2,2,1,,,1,,,,1,2,2,2,1,1,1,,3,,,,,2,,1,2,1,,2,2,,,,1,,3,,,1,,1,2,2,1,1,
META,2013,1,,,1,,,,,,,,1,1,1,,,,1,,,3,,,1,1,1,,1,,,,,,,,,,1,,,1,,,,,2,,1,,1,1,1,
NARIÑO,2013,,4,3,,1,2,4,2,2,5,2,4,1,1,4,2,4,,,5,4,3,2,,3,3,2,3,1,1,1,2,,4,6,,2,1,3,3,4,5,5,1,5,,6,2,1,1,2,1,
NORTE SANTANDER,2013,,,1,,,,,2,,1,,,,,1,4,,,,,1,1,,1,,,,,,,2,,,2,2,,,,1,2,1,2,,2,,1,,2,,2,1,,2
PROCEDENCIA DESCONOCIDA,2013,,,,,,1,,,,,,,,,,,,,,,,,,,,1,,,,,1,,1,,,,1,,,,,,,,2,,,,,,1,,
PUTUMAYO,2013,,,,,3,,,,,,,1,1,,,,,,,,,,,2,,1,,1,1,,1,,,2,1,1,,,1,,,,1,,,,1,1,,1,2,,2
QUINDIO,2013,,,,,,,,,1,,1,1,,,1,,,1,1,,,2,2,1,1,2,4,3,2,,,,1,,1,,,,,1,,2,,2,,,,,3,1,,1,1
RISARALDA,2013,,1,1,1,1,1,1,2,,3,,2,1,1,2,2,,1,1,2,,1,,,,1,,,1,4,,,,2,,1,1,1,,1,2,,,1,1,,1,,2,,1,2,1
SAN ANDRES,2013,,1,,,,,,,,,2,,1,,,1,,,2,1,3,,,,,,,3,2,,6,,2,,,,,,1,6,2,,,2,,4,,,,,2,,
SANTANDER,2013,1,2,3,1,4,2,1,2,2,1,4,1,3,4,1,2,1,,1,3,5,5,2,1,,1,2,,1,1,1,1,3,2,,2,3,8,5,1,5,1,4,2,4,2,2,,2,4,3,3,
SUCRE,2013,1,,1,3,,1,,,3,1,,,2,1,,1,3,4,2,1,2,,1,1,,1,3,2,3,4,3,2,4,2,2,,2,2,1,1,1,2,2,2,,3,4,1,1,1,2,1,
TOLIMA,2013,1,1,,4,,,3,,,,,1,,,,,,1,,1,1,,3,2,,1,1,,,,1,,,,1,,,1,1,1,1,,2,1,1,2,1,2,1,2,2,,
VALLE DEL CAUCA,2013,5,6,6,9,6,4,5,6,5,5,5,9,1,2,3,8,3,8,3,1,3,7,5,8,5,10,7,1,5,12,9,8,9,10,6,5,8,2,5,8,8,5,5,2,9,7,6,4,4,4,3,8,1
VAUPES,2013,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VICHADA,2013,,,,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,1,,,,,2,,,,,,,,,,,,
COLOMBIA,2014,23,63,60,78,96,62,77,93,80,65,91,86,117,90,79,67,78,71,64,68,79,83,68,92,73,81,101,86,82,80,91,85,74,98,84,96,107,79,83,63,75,60,80,74,77,72,65,78,55,63,48,55,55
AMAZONAS,2014,,,1,,,,,,,,,,,,,,,,,,,,,,,,,2,,1,,,,,,,,,,,,,,,,,,,,,,,1
ANTIOQUIA,2014,3,6,3,10,9,10,9,4,7,11,9,9,2,12,7,3,7,2,6,7,7,7,5,9,8,10,11,10,5,8,11,6,13,8,6,3,14,8,11,7,,5,2,3,7,7,5,9,,3,6,2,4
ARAUCA,2014,,,,,1,1,1,2,,1,3,1,,,2,2,2,,6,,2,,2,1,1,,2,,,,2,1,,,1,4,,,,,2,1,1,,1,,1,1,1,1,1,,
ATLANTICO,2014,1,,1,2,,,4,4,1,,2,1,3,2,1,2,5,2,1,2,2,2,3,6,3,1,6,2,3,1,2,1,2,5,4,2,3,4,3,1,2,2,2,1,1,2,,,2,3,,,1
BOGOTA DC,2014,9,32,22,22,46,24,20,33,30,24,31,30,51,33,26,29,32,26,15,23,28,30,18,31,28,26,32,37,30,22,30,21,17,23,30,29,26,23,17,15,21,14,29,29,18,25,19,22,9,8,16,19,14
BOLIVAR,2014,1,,2,1,1,,,1,1,,2,1,2,8,1,,1,3,,3,3,3,,,,1,1,2,2,2,3,3,4,2,2,3,4,,,1,1,3,2,1,1,,2,2,3,8,1,1,1
BOYACA,2014,1,2,,3,1,5,2,,1,1,7,4,5,4,2,1,4,1,,1,4,4,,4,2,3,1,1,5,5,1,6,4,4,1,2,3,6,,2,7,,,2,2,1,1,1,2,2,1,4,3
CALDAS,2014,,,,1,,,3,,1,,,,,,1,,,,1,1,1,,,2,,1,2,,,,,2,,,1,2,1,2,,1,,1,,1,2,,1,,2,4,1,1,1
CAQUETA,2014,,1,,,,,,,,,,,,,,,,,,,,,,,,2,4,,,1,3,,,2,2,,,,5,3,,1,2,2,,,4,1,1,,,3,
CASANARE,2014,,,,,,2,2,,,,,,4,,3,,,,3,,,,,,,2,,,,,1,3,,2,,,,,,,,,,,,,,,,,,,
CAUCA,2014,1,1,,,5,,1,,1,1,2,2,,,4,,1,,,1,,,4,1,2,,,4,,1,1,,,,,1,2,1,1,,4,,1,,1,,,,,3,1,2,2
CESAR,2014,,4,1,2,3,1,1,,2,1,2,4,1,1,,2,1,2,,,2,,2,1,2,3,2,2,1,2,,3,1,3,,2,2,3,8,2,1,4,3,2,7,2,1,3,1,3,2,1,2
CHOCO,2014,,,,,,,,,,,,,,,,,,,,2,,1,,5,,1,,1,,,1,1,,,1,1,,,,,,,2,,1,1,1,,,,1,,
CORDOBA,2014,,,,3,1,,3,5,1,1,7,4,3,2,4,1,1,1,1,,,4,,1,3,1,1,2,,4,3,3,2,2,1,,5,1,1,1,,4,5,3,1,,2,1,6,4,1,2,1
CUNDINAMARCA,2014,1,,4,,4,,1,,7,,2,1,2,1,2,,1,3,2,1,2,2,3,1,1,2,4,1,3,3,,4,2,4,4,2,3,2,,4,7,3,2,1,2,1,1,,1,1,1,5,4
GUAINIA,2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GUAVIARE,2014,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,1,,,,,1,,1,,1,,,,1,,,,,,,,,,1
